id,AL,AK,AZ,AR,CA,CO,CT,FL,GA,ID,IL,IN,IA,KS,KY,LA,MD,MA,MI,MN,MS,MO,NE,NV,NJ,NM,NY,NC,OH,OK,OR,PA,RI,SC,TX,UT,VA,WA,WV,WI,cli,ili,hh_cmnty_cli,nohh_cmnty_cli,wearing_mask,travel_outside_state,work_outside_home,shop,restaurant,spent_time,large_event,public_transit,anxious,depressed,felt_isolated,worried_become_ill,worried_finances,tested_positive,cli,ili,hh_cmnty_cli,nohh_cmnty_cli,wearing_mask,travel_outside_state,work_outside_home,shop,restaurant,spent_time,large_event,public_transit,anxious,depressed,felt_isolated,worried_become_ill,worried_finances,tested_positive,cli,ili,hh_cmnty_cli,nohh_cmnty_cli,wearing_mask,travel_outside_state,work_outside_home,shop,restaurant,spent_time,large_event,public_transit,anxious,depressed,felt_isolated,worried_become_ill,worried_finances,tested_positive
1095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2812477,0.3330978,15.445824,11.3033638,93.1696179,13.9604478,29.2766235,55.407635,17.7309054,37.9005539,9.6253518,2.6272399,16.367772,12.2252393,16.081148,64.6816956,35.0159028,4.9715909,0.2693127,0.3165606,15.1488236,11.0022953,92.9302455,14.2801124,29.2749121,55.7274391,17.6546937,37.7538813,9.9314997,2.6806821,16.5503292,12.2140531,16.6439013,65.1612024,35.6971793,4.0730337,0.3501733,0.3737805,15.1774375,10.9650295,92.8378722,14.8404812,29.4193964,55.7587883,17.7838022,38.1047738,10.2076867,2.8203937,16.1035086,11.6916781,16.4755595,65.1716811,36.0409485,3.2394366
1096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2693127,0.3165606,15.1488236,11.0022953,92.9302455,14.2801124,29.2749121,55.7274391,17.6546937,37.7538813,9.9314997,2.6806821,16.5503292,12.2140531,16.6439013,65.1612024,35.6971793,4.0730337,0.3501733,0.3737805,15.1774375,10.9650295,92.8378722,14.8404812,29.4193964,55.7587883,17.7838022,38.1047738,10.2076867,2.8203937,16.1035086,11.6916781,16.4755595,65.1716811,36.0409485,3.2394366,0.3506063,0.3838842,15.6049402,11.1867506,92.8629671,14.9169055,29.6934411,55.9054161,17.9538922,37.8208014,10.5156745,2.9111235,16.9778123,11.9158878,16.7033196,65.2296561,36.1647917,3.8793103
1097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3501733,0.3737805,15.1774375,10.9650295,92.8378722,14.8404812,29.4193964,55.7587883,17.7838022,38.1047738,10.2076867,2.8203937,16.1035086,11.6916781,16.4755595,65.1716811,36.0409485,3.2394366,0.3506063,0.3838842,15.6049402,11.1867506,92.8629671,14.9169055,29.6934411,55.9054161,17.9538922,37.8208014,10.5156745,2.9111235,16.9778123,11.9158878,16.7033196,65.2296561,36.1647917,3.8793103,0.2759598,0.303838,15.4421465,11.2175332,92.6474642,15.2220695,29.7261288,56.1439617,17.8259783,37.3848587,10.3368776,3.0416888,16.9892155,11.844687,17.0263432,64.872641,36.6411201,3.3823529
1098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3506063,0.3838842,15.6049402,11.1867506,92.8629671,14.9169055,29.6934411,55.9054161,17.9538922,37.8208014,10.5156745,2.9111235,16.9778123,11.9158878,16.7033196,65.2296561,36.1647917,3.8793103,0.2759598,0.303838,15.4421465,11.2175332,92.6474642,15.2220695,29.7261288,56.1439617,17.8259783,37.3848587,10.3368776,3.0416888,16.9892155,11.844687,17.0263432,64.872641,36.6411201,3.3823529,0.2375084,0.2658609,15.1001364,11.0146888,92.901319,15.1758902,29.0978527,56.0389306,17.5375813,36.5171157,10.4387351,2.8469331,16.9983168,11.6520066,16.8180539,65.1153152,36.5288582,3.7764362
1099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2759598,0.303838,15.4421465,11.2175332,92.6474642,15.2220695,29.7261288,56.1439617,17.8259783,37.3848587,10.3368776,3.0416888,16.9892155,11.844687,17.0263432,64.872641,36.6411201,3.3823529,0.2375084,0.2658609,15.1001364,11.0146888,92.901319,15.1758902,29.0978527,56.0389306,17.5375813,36.5171157,10.4387351,2.8469331,16.9983168,11.6520066,16.8180539,65.1153152,36.5288582,3.7764362,0.3056329,0.3346801,14.4711691,10.5903273,92.9531165,15.1527721,29.2802995,56.4014992,17.5378701,36.3004885,10.4924109,2.7651533,17.2517109,11.9164322,16.8346785,64.7765946,35.7203426,4.5722727
1100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2375084,0.2658609,15.1001364,11.0146888,92.901319,15.1758902,29.0978527,56.0389306,17.5375813,36.5171157,10.4387351,2.8469331,16.9983168,11.6520066,16.8180539,65.1153152,36.5288582,3.7764362,0.3056329,0.3346801,14.4711691,10.5903273,92.9531165,15.1527721,29.2802995,56.4014992,17.5378701,36.3004885,10.4924109,2.7651533,17.2517109,11.9164322,16.8346785,64.7765946,35.7203426,4.5722727,0.2996687,0.3035381,14.1604057,10.5123969,93.114042,15.1674228,29.0559725,56.6030274,17.5264368,36.3296194,10.4075179,2.721178,17.5963792,12.2488204,17.0699354,64.6761254,36.4595408,6.6978214
1101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3056329,0.3346801,14.4711691,10.5903273,92.9531165,15.1527721,29.2802995,56.4014992,17.5378701,36.3004885,10.4924109,2.7651533,17.2517109,11.9164322,16.8346785,64.7765946,35.7203426,4.5722727,0.2996687,0.3035381,14.1604057,10.5123969,93.114042,15.1674228,29.0559725,56.6030274,17.5264368,36.3296194,10.4075179,2.721178,17.5963792,12.2488204,17.0699354,64.6761254,36.4595408,6.6978214,0.2498741,0.2537716,14.4115213,10.8610606,93.5526756,14.9000032,28.8516559,56.6510716,17.55001,36.3860639,10.0155812,2.5591077,17.7656831,12.1613588,16.9494119,64.6330943,35.9761523,7.9192571
1102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2996687,0.3035381,14.1604057,10.5123969,93.114042,15.1674228,29.0559725,56.6030274,17.5264368,36.3296194,10.4075179,2.721178,17.5963792,12.2488204,17.0699354,64.6761254,36.4595408,6.6978214,0.2498741,0.2537716,14.4115213,10.8610606,93.5526756,14.9000032,28.8516559,56.6510716,17.55001,36.3860639,10.0155812,2.5591077,17.7656831,12.1613588,16.9494119,64.6330943,35.9761523,7.9192571,0.2437128,0.247672,14.8698702,11.5025748,93.6417421,14.8494446,29.0444724,56.8618792,17.1679581,36.8565585,9.9364778,2.494068,18.0828939,12.8232128,17.5488767,64.5090049,36.0300724,8.962267
1103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2498741,0.2537716,14.4115213,10.8610606,93.5526756,14.9000032,28.8516559,56.6510716,17.55001,36.3860639,10.0155812,2.5591077,17.7656831,12.1613588,16.9494119,64.6330943,35.9761523,7.9192571,0.2437128,0.247672,14.8698702,11.5025748,93.6417421,14.8494446,29.0444724,56.8618792,17.1679581,36.8565585,9.9364778,2.494068,18.0828939,12.8232128,17.5488767,64.5090049,36.0300724,8.962267,0.2570323,0.2570317,14.6138453,11.190784,93.9718481,15.0057691,28.2429961,55.9830456,16.7118259,36.4834097,9.6680214,2.3252714,17.6588004,12.5541792,17.4108527,64.2554001,35.8419249,8.9576576
1104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2437128,0.247672,14.8698702,11.5025748,93.6417421,14.8494446,29.0444724,56.8618792,17.1679581,36.8565585,9.9364778,2.494068,18.0828939,12.8232128,17.5488767,64.5090049,36.0300724,8.962267,0.2570323,0.2570317,14.6138453,11.190784,93.9718481,15.0057691,28.2429961,55.9830456,16.7118259,36.4834097,9.6680214,2.3252714,17.6588004,12.5541792,17.4108527,64.2554001,35.8419249,8.9576576,0.2790394,0.2859359,14.2455168,10.7471373,93.8298765,14.6694867,28.8608632,56.3567724,17.1950846,37.2171817,9.9970538,2.2752405,17.2791933,11.9643404,16.8755867,64.1437515,35.3022073,9.1935514
1105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2570323,0.2570317,14.6138453,11.190784,93.9718481,15.0057691,28.2429961,55.9830456,16.7118259,36.4834097,9.6680214,2.3252714,17.6588004,12.5541792,17.4108527,64.2554001,35.8419249,8.9576576,0.2790394,0.2859359,14.2455168,10.7471373,93.8298765,14.6694867,28.8608632,56.3567724,17.1950846,37.2171817,9.9970538,2.2752405,17.2791933,11.9643404,16.8755867,64.1437515,35.3022073,9.1935514,0.3486802,0.355509,15.0483011,11.4799965,93.7540789,14.6372355,29.041367,56.7038991,17.2171992,37.9982307,9.898775,2.3894109,17.4946437,11.8515044,16.7809292,64.7889704,35.361053,8.5937527
1106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2790394,0.2859359,14.2455168,10.7471373,93.8298765,14.6694867,28.8608632,56.3567724,17.1950846,37.2171817,9.9970538,2.2752405,17.2791933,11.9643404,16.8755867,64.1437515,35.3022073,9.1935514,0.3486802,0.355509,15.0483011,11.4799965,93.7540789,14.6372355,29.041367,56.7038991,17.2171992,37.9982307,9.898775,2.3894109,17.4946437,11.8515044,16.7809292,64.7889704,35.361053,8.5937527,0.287775,0.3084647,15.4902965,11.9758155,94.0321795,14.050024,28.6126555,56.2464668,17.5811901,38.1824432,10.079789,2.385555,16.96679,11.6598268,16.9145571,65.2461735,36.3790016,7.6802532
1107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3486802,0.355509,15.0483011,11.4799965,93.7540789,14.6372355,29.041367,56.7038991,17.2171992,37.9982307,9.898775,2.3894109,17.4946437,11.8515044,16.7809292,64.7889704,35.361053,8.5937527,0.287775,0.3084647,15.4902965,11.9758155,94.0321795,14.050024,28.6126555,56.2464668,17.5811901,38.1824432,10.079789,2.385555,16.96679,11.6598268,16.9145571,65.2461735,36.3790016,7.6802532,0.2981074,0.318588,15.6716831,12.1305558,94.2280097,14.0153042,28.3859826,55.8846801,17.4902728,37.861697,10.0899295,2.307488,16.9463145,11.7182662,16.6304342,65.8540406,36.6918497,6.3798239
1108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.287775,0.3084647,15.4902965,11.9758155,94.0321795,14.050024,28.6126555,56.2464668,17.5811901,38.1824432,10.079789,2.385555,16.96679,11.6598268,16.9145571,65.2461735,36.3790016,7.6802532,0.2981074,0.318588,15.6716831,12.1305558,94.2280097,14.0153042,28.3859826,55.8846801,17.4902728,37.861697,10.0899295,2.307488,16.9463145,11.7182662,16.6304342,65.8540406,36.6918497,6.3798239,0.3555934,0.3625205,15.7949882,12.0802678,94.4342113,14.3611927,28.1932591,55.1259858,17.8025452,37.2262444,10.3766491,2.4245006,17.4404275,12.2452217,16.7347581,66.6000707,36.741271,5.7522141
1109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2981074,0.318588,15.6716831,12.1305558,94.2280097,14.0153042,28.3859826,55.8846801,17.4902728,37.861697,10.0899295,2.307488,16.9463145,11.7182662,16.6304342,65.8540406,36.6918497,6.3798239,0.3555934,0.3625205,15.7949882,12.0802678,94.4342113,14.3611927,28.1932591,55.1259858,17.8025452,37.2262444,10.3766491,2.4245006,17.4404275,12.2452217,16.7347581,66.6000707,36.741271,5.7522141,0.2869235,0.293899,15.3995837,11.5683963,94.1223097,13.9033389,28.0552417,54.3108283,18.0664024,36.3420683,10.1981,2.4135058,17.579844,11.817897,16.7619988,66.9206938,36.5342866,5.7692325
1110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3555934,0.3625205,15.7949882,12.0802678,94.4342113,14.3611927,28.1932591,55.1259858,17.8025452,37.2262444,10.3766491,2.4245006,17.4404275,12.2452217,16.7347581,66.6000707,36.741271,5.7522141,0.2869235,0.293899,15.3995837,11.5683963,94.1223097,13.9033389,28.0552417,54.3108283,18.0664024,36.3420683,10.1981,2.4135058,17.579844,11.817897,16.7619988,66.9206938,36.5342866,5.7692325,0.2817428,0.2817428,15.1019818,11.5027027,94.0718438,14.1564456,28.6453945,54.8138859,18.5978157,37.4894966,10.6213267,2.6728254,17.677567,11.8404383,17.0378674,66.9940777,36.3480723,4.796513
1111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2869235,0.293899,15.3995837,11.5683963,94.1223097,13.9033389,28.0552417,54.3108283,18.0664024,36.3420683,10.1981,2.4135058,17.579844,11.817897,16.7619988,66.9206938,36.5342866,5.7692325,0.2817428,0.2817428,15.1019818,11.5027027,94.0718438,14.1564456,28.6453945,54.8138859,18.5978157,37.4894966,10.6213267,2.6728254,17.677567,11.8404383,17.0378674,66.9940777,36.3480723,4.796513,0.2691339,0.2691339,15.3279158,11.5974712,94.137383,14.4773412,28.5454016,54.4142432,18.5678254,37.5140058,10.4680502,2.4803827,18.2492128,12.2653558,17.5748895,67.3715501,36.4645262,4.6268684
1112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2817428,0.2817428,15.1019818,11.5027027,94.0718438,14.1564456,28.6453945,54.8138859,18.5978157,37.4894966,10.6213267,2.6728254,17.677567,11.8404383,17.0378674,66.9940777,36.3480723,4.796513,0.2691339,0.2691339,15.3279158,11.5974712,94.137383,14.4773412,28.5454016,54.4142432,18.5678254,37.5140058,10.4680502,2.4803827,18.2492128,12.2653558,17.5748895,67.3715501,36.4645262,4.6268684,0.3191769,0.3191769,15.113385,11.2612572,94.1787592,14.2698123,28.1286065,53.6764702,17.9209899,36.4042611,10.0490179,2.58074,18.3936164,12.4465685,18.0756605,66.790673,36.3914919,5.6574975
1113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2691339,0.2691339,15.3279158,11.5974712,94.137383,14.4773412,28.5454016,54.4142432,18.5678254,37.5140058,10.4680502,2.4803827,18.2492128,12.2653558,17.5748895,67.3715501,36.4645262,4.6268684,0.3191769,0.3191769,15.113385,11.2612572,94.1787592,14.2698123,28.1286065,53.6764702,17.9209899,36.4042611,10.0490179,2.58074,18.3936164,12.4465685,18.0756605,66.790673,36.3914919,5.6574975,0.3098716,0.2949773,14.999996,11.0450121,93.9388783,14.38649,28.313974,53.4256758,17.7092625,36.1185464,10.1131979,2.6362844,18.7689751,12.6868263,18.2173209,66.9729259,35.8166696,5.8917254
1114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3191769,0.3191769,15.113385,11.2612572,94.1787592,14.2698123,28.1286065,53.6764702,17.9209899,36.4042611,10.0490179,2.58074,18.3936164,12.4465685,18.0756605,66.790673,36.3914919,5.6574975,0.3098716,0.2949773,14.999996,11.0450121,93.9388783,14.38649,28.313974,53.4256758,17.7092625,36.1185464,10.1131979,2.6362844,18.7689751,12.6868263,18.2173209,66.9729259,35.8166696,5.8917254,0.3498943,0.3035263,14.8961381,11.0422414,94.1934184,13.4510347,27.8978319,52.7819637,17.2334221,36.2442748,10.0000244,2.5193276,19.2837562,12.6243288,18.6100742,67.2547907,34.8955627,5.2364936
1115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3098716,0.2949773,14.999996,11.0450121,93.9388783,14.38649,28.313974,53.4256758,17.7092625,36.1185464,10.1131979,2.6362844,18.7689751,12.6868263,18.2173209,66.9729259,35.8166696,5.8917254,0.3498943,0.3035263,14.8961381,11.0422414,94.1934184,13.4510347,27.8978319,52.7819637,17.2334221,36.2442748,10.0000244,2.5193276,19.2837562,12.6243288,18.6100742,67.2547907,34.8955627,5.2364936,0.2978317,0.2655839,14.5026819,10.8377424,93.9765322,13.6636419,27.394048,53.2890424,17.1719575,37.0688508,9.9159683,2.3057204,18.8987507,12.4078857,18.8216713,67.1318222,33.893885,5.6159502
1116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3498943,0.3035263,14.8961381,11.0422414,94.1934184,13.4510347,27.8978319,52.7819637,17.2334221,36.2442748,10.0000244,2.5193276,19.2837562,12.6243288,18.6100742,67.2547907,34.8955627,5.2364936,0.2978317,0.2655839,14.5026819,10.8377424,93.9765322,13.6636419,27.394048,53.2890424,17.1719575,37.0688508,9.9159683,2.3057204,18.8987507,12.4078857,18.8216713,67.1318222,33.893885,5.6159502,0.3699439,0.3354848,14.9851825,11.4483028,94.297359,13.7583226,26.963795,53.7730267,17.143428,37.6466273,10.2858108,2.1881588,18.959581,12.8633905,18.9323342,66.9945866,33.4167889,5.2325663
1117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2978317,0.2655839,14.5026819,10.8377424,93.9765322,13.6636419,27.394048,53.2890424,17.1719575,37.0688508,9.9159683,2.3057204,18.8987507,12.4078857,18.8216713,67.1318222,33.893885,5.6159502,0.3699439,0.3354848,14.9851825,11.4483028,94.297359,13.7583226,26.963795,53.7730267,17.143428,37.6466273,10.2858108,2.1881588,18.959581,12.8633905,18.9323342,66.9945866,33.4167889,5.2325663,0.4808849,0.4554005,15.1355019,11.4019543,94.2092743,13.1695311,26.4432478,53.5833203,16.3214003,36.2603585,10.3089002,2.3607471,18.7163765,12.8260769,19.0430766,67.118164,33.1750877,5.8052521
1118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3699439,0.3354848,14.9851825,11.4483028,94.297359,13.7583226,26.963795,53.7730267,17.143428,37.6466273,10.2858108,2.1881588,18.959581,12.8633905,18.9323342,66.9945866,33.4167889,5.2325663,0.4808849,0.4554005,15.1355019,11.4019543,94.2092743,13.1695311,26.4432478,53.5833203,16.3214003,36.2603585,10.3089002,2.3607471,18.7163765,12.8260769,19.0430766,67.118164,33.1750877,5.8052521,0.5185261,0.5100915,15.5899124,11.9601301,94.3514288,13.1713481,26.9305058,53.7771629,15.4300835,36.1047126,10.2696093,2.3440267,18.4302085,12.895217,19.085406,66.4216469,33.1138817,6.0439627
1119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4808849,0.4554005,15.1355019,11.4019543,94.2092743,13.1695311,26.4432478,53.5833203,16.3214003,36.2603585,10.3089002,2.3607471,18.7163765,12.8260769,19.0430766,67.118164,33.1750877,5.8052521,0.5185261,0.5100915,15.5899124,11.9601301,94.3514288,13.1713481,26.9305058,53.7771629,15.4300835,36.1047126,10.2696093,2.3440267,18.4302085,12.895217,19.085406,66.4216469,33.1138817,6.0439627,0.4677872,0.459539,15.6748915,12.0971199,94.3805294,12.928043,27.2258977,54.3698293,15.8147205,36.9889459,10.5374027,2.1273204,19.2151403,13.0590738,18.7924304,66.1216732,33.7552171,6.4013863
1120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5185261,0.5100915,15.5899124,11.9601301,94.3514288,13.1713481,26.9305058,53.7771629,15.4300835,36.1047126,10.2696093,2.3440267,18.4302085,12.895217,19.085406,66.4216469,33.1138817,6.0439627,0.4677872,0.459539,15.6748915,12.0971199,94.3805294,12.928043,27.2258977,54.3698293,15.8147205,36.9889459,10.5374027,2.1273204,19.2151403,13.0590738,18.7924304,66.1216732,33.7552171,6.4013863,0.6214729,0.6457763,15.9549346,12.2743616,94.6649354,12.9287096,27.3887016,54.7616889,15.5653472,37.1397806,10.8355714,2.2513888,19.6618052,12.8172822,18.6257463,66.0370601,33.8780882,7.044676
1121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4677872,0.459539,15.6748915,12.0971199,94.3805294,12.928043,27.2258977,54.3698293,15.8147205,36.9889459,10.5374027,2.1273204,19.2151403,13.0590738,18.7924304,66.1216732,33.7552171,6.4013863,0.6214729,0.6457763,15.9549346,12.2743616,94.6649354,12.9287096,27.3887016,54.7616889,15.5653472,37.1397806,10.8355714,2.2513888,19.6618052,12.8172822,18.6257463,66.0370601,33.8780882,7.044676,0.605631,0.6667346,16.1272738,12.3326222,94.0289538,13.2227416,27.6263397,55.6892391,16.2827655,37.7836798,11.3959268,2.6352611,19.737931,12.713245,18.3280935,65.0718582,34.5501084,6.928839
1122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6214729,0.6457763,15.9549346,12.2743616,94.6649354,12.9287096,27.3887016,54.7616889,15.5653472,37.1397806,10.8355714,2.2513888,19.6618052,12.8172822,18.6257463,66.0370601,33.8780882,7.044676,0.605631,0.6667346,16.1272738,12.3326222,94.0289538,13.2227416,27.6263397,55.6892391,16.2827655,37.7836798,11.3959268,2.6352611,19.737931,12.713245,18.3280935,65.0718582,34.5501084,6.928839,0.7148874,0.7726701,16.7179672,12.5240477,94.0398662,12.564305,28.512093,55.8143696,15.872158,37.4322752,11.4662219,2.9433025,21.1499438,13.1394388,18.6003377,64.6478901,35.8547327,7.3033708
